Game Date,Game ID,Game Time,Arena,Arena City,Home Team Abbreviation,Home Conference,Home Division,Visiting Team Abbreviation,Visiting Conference,Visiting Division,Divisional Game,Conference Game
2025-02-06,0022400732,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,SAC,West,Pacific,No,Yes
2025-02-06,0022400731,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,GSW,West,Pacific,Yes,Yes
2025-02-06,0022400729,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,HOU,West,Southwest,No,Yes
2025-02-06,0022400728,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,DAL,West,Southwest,No,No
2025-02-06,0022400730,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,ORL,East,Southeast,No,No
2025-02-07,0022400734,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,SAS,West,Southwest,No,No
2025-02-07,0022400735,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,CLE,East,Central,No,Yes
2025-02-07,0022400736,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,MIL,East,Central,No,Yes
2025-02-07,0022400737,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,MIA,East,Southeast,No,Yes
2025-02-07,0022400738,7:30 pm ET,Little Caesars Arena,Detroit,DET,East,Central,PHI,East,Atlantic,No,Yes
2025-02-07,0022400739,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,TOR,East,Atlantic,No,No
2025-02-07,0022400740,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,UTA,West,Northwest,No,Yes
2025-02-08,0022400747,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,POR,West,Northwest,Yes,Yes
2025-02-08,0022400750,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,NOP,West,Southwest,No,Yes
2025-02-08,0022400749,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,DEN,West,Northwest,No,Yes
2025-02-08,0022400748,8:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,BOS,East,Atlantic,Yes,Yes
2025-02-08,0022400746,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,OKC,West,Northwest,No,Yes
2025-02-08,0022400751,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,UTA,West,Northwest,No,Yes
2025-02-08,0022400744,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,ATL,East,Southeast,Yes,Yes
2025-02-08,0022400743,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,SAS,West,Southwest,No,No
2025-02-08,0022400742,4:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,IND,East,Central,No,No
2025-02-08,0022400741,3:00 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,HOU,West,Southwest,Yes,Yes
2025-02-08,0022400745,8:00 pm ET,United Center,Chicago,CHI,East,Central,GSW,West,Pacific,No,No
2025-02-09,0022400753,2:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,TOR,East,Atlantic,No,No
2025-02-09,0022400754,2:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,PHI,East,Atlantic,No,Yes
2025-02-09,0022400752,1:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,CHA,East,Southeast,No,Yes
2025-02-10,0022400763,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,POR,West,Northwest,Yes,Yes
2025-02-10,0022400761,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,NOP,West,Southwest,No,Yes
2025-02-10,0022400760,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,GSW,West,Pacific,No,No
2025-02-10,0022400762,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,SAC,West,Pacific,No,Yes
2025-02-10,0022400758,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,CHA,East,Southeast,No,Yes
2025-02-10,0022400757,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,SAS,West,Southwest,No,No
2025-02-10,0022400756,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,ATL,East,Southeast,Yes,Yes
2025-02-10,0022400755,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,MIN,West,Northwest,No,No
2025-02-10,0022400759,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,BOS,East,Atlantic,No,Yes
2025-02-11,0022400764,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,TOR,East,Atlantic,Yes,Yes
2025-02-11,0022400765,7:30 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,NYK,East,Atlantic,No,Yes
2025-02-11,0022400766,8:00 pm ET,United Center,Chicago,CHI,East,Central,DET,East,Central,Yes,Yes
2025-02-11,0022400767,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,MEM,West,Southwest,No,Yes
2025-02-11,0022400768,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,UTA,West,Northwest,No,Yes
2025-02-12,0022400779,8:30 pm ET,Toyota Center,Houston,HOU,West,Southwest,PHX,West,Pacific,No,Yes
2025-02-12,0022400783,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,MEM,West,Southwest,No,Yes
2025-02-12,0022400782,9:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,GSW,West,Pacific,No,Yes
2025-02-12,0022400781,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,LAL,West,Pacific,No,Yes
2025-02-12,0022400780,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,POR,West,Northwest,Yes,Yes
2025-02-12,0022400778,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,MIA,East,Southeast,No,No
2025-02-12,0022400770,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,CHA,East,Southeast,Yes,Yes
2025-02-12,0022400776,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,MIL,East,Central,No,No
2025-02-12,0022400775,8:00 pm ET,United Center,Chicago,CHI,East,Central,DET,East,Central,Yes,Yes
2025-02-12,0022400774,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,CLE,East,Central,No,Yes
2025-02-12,0022400773,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,ATL,East,Southeast,No,Yes
2025-02-12,0022400772,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,PHI,East,Atlantic,Yes,Yes
2025-02-12,0022400771,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,IND,East,Central,No,Yes
2025-02-12,0022400769,7:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,SAS,West,Southwest,No,No
2025-02-12,0022400777,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,SAC,West,Pacific,No,Yes
2025-02-13,0022400784,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,GSW,West,Pacific,No,Yes
2025-02-13,0022400785,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,SAC,West,Pacific,No,Yes
2025-02-13,0022400786,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,MIA,East,Southeast,No,No
2025-02-13,0022400787,8:30 pm ET,Target Center,Minneapolis,MIN,West,Northwest,OKC,West,Northwest,Yes,Yes
2025-02-20,0022400795,9:30 pm ET,Moody Center,Austin,SAS,West,Southwest,PHX,West,Pacific,No,Yes
2025-02-20,0022400796,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,LAL,West,Pacific,No,Yes
2025-02-20,0022400794,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,CHA,East,Southeast,No,No
2025-02-20,0022400788,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,MEM,West,Southwest,No,No
2025-02-20,0022400792,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,CHI,East,Central,No,Yes
2025-02-20,0022400791,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,CLE,East,Central,No,Yes
2025-02-20,0022400790,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,ORL,East,Southeast,Yes,Yes
2025-02-20,0022400789,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,BOS,East,Atlantic,Yes,Yes
2025-02-20,0022400793,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,LAC,West,Pacific,No,No
2025-02-21,0022400804,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,OKC,West,Northwest,Yes,Yes
2025-02-21,0022400803,9:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,NOP,West,Southwest,Yes,Yes
2025-02-21,0022400802,8:30 pm ET,Moody Center,Austin,SAS,West,Southwest,DET,East,Central,No,No
2025-02-21,0022400805,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,GSW,West,Pacific,Yes,Yes
2025-02-21,0022400800,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,MIA,East,Southeast,No,Yes
2025-02-21,0022400799,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,MIL,East,Central,No,Yes
2025-02-21,0022400798,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,MEM,West,Southwest,No,No
2025-02-21,0022400797,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,NYK,East,Atlantic,No,Yes
2025-02-21,0022400801,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,MIN,West,Northwest,No,Yes
2025-02-22,0022400806,5:00 pm ET,United Center,Chicago,CHI,East,Central,PHX,West,Pacific,No,No
2025-02-22,0022400807,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,BKN,East,Atlantic,Yes,Yes
2025-02-22,0022400808,8:30 pm ET,Ball Arena,Denver,DEN,West,Northwest,LAL,West,Pacific,No,Yes
2025-02-22,0022400809,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,HOU,West,Southwest,No,Yes
2025-02-22,0022400810,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,CHA,East,Southeast,No,No
2025-02-23,0022400818,7:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,SAS,West,Southwest,Yes,Yes
2025-02-23,0022400820,9:30 pm ET,Target Center,Minneapolis,MIN,West,Northwest,OKC,West,Northwest,Yes,Yes
2025-02-23,0022400819,7:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,MEM,West,Southwest,No,No
2025-02-23,0022400817,7:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,MIA,East,Southeast,No,Yes
2025-02-23,0022400811,1:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,NYK,East,Atlantic,Yes,Yes
2025-02-23,0022400815,6:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,WAS,East,Southeast,Yes,Yes
2025-02-23,0022400814,6:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,DET,East,Central,No,Yes
2025-02-23,0022400813,5:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,LAC,West,Pacific,No,No
2025-02-23,0022400812,3:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,DAL,West,Southwest,No,Yes
2025-02-23,0022400816,6:00 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,PHX,West,Pacific,No,No
2025-02-24,0022400821,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,LAC,West,Pacific,No,No
2025-02-24,0022400822,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,DEN,West,Northwest,No,No
2025-02-24,0022400823,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,CHI,East,Central,No,Yes
2025-02-24,0022400824,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,BKN,East,Atlantic,No,Yes
2025-02-24,0022400825,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,MIA,East,Southeast,Yes,Yes
2025-02-24,0022400827,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,POR,West,Northwest,Yes,Yes
2025-02-24,0022400826,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,MIN,West,Northwest,Yes,Yes
2025-02-24,0022400828,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,CHA,East,Southeast,No,No
2025-02-25,0022400830,7:30 pm ET,Kia Center,Orlando,ORL,East,Southeast,CLE,East,Central,No,Yes
2025-02-25,0022400835,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,DAL,West,Southwest,No,Yes
2025-02-25,0022400834,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,CHA,East,Southeast,No,No
2025-02-25,0022400829,7:00 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,BOS,East,Atlantic,Yes,Yes
2025-02-25,0022400832,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,PHX,West,Pacific,No,Yes
2025-02-25,0022400831,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,MIL,East,Central,No,No
2025-02-25,0022400833,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,SAS,West,Southwest,Yes,Yes
2025-02-26,0022400838,7:00 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,PHI,East,Atlantic,Yes,Yes
2025-02-26,0022400839,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,POR,West,Northwest,No,No
2025-02-26,0022400840,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,OKC,West,Northwest,No,No
2025-02-26,0022400841,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,ATL,East,Southeast,Yes,Yes
2025-02-26,0022400842,8:00 pm ET,United Center,Chicago,CHI,East,Central,LAC,West,Pacific,No,No
2025-02-26,0022400843,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,SAC,West,Pacific,No,Yes
2025-02-26,0022400844,9:30 pm ET,Toyota Center,Houston,HOU,West,Southwest,SAS,West,Southwest,Yes,Yes
2025-02-26,0022400836,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,BOS,East,Atlantic,No,Yes
2025-02-26,0022400837,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,TOR,East,Atlantic,No,Yes
2025-02-27,0022400849,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,MIN,West,Northwest,No,Yes
2025-02-27,0022400846,7:30 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,DEN,West,Northwest,No,No
2025-02-27,0022400847,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,CHA,East,Southeast,No,No
2025-02-27,0022400845,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,GSW,West,Pacific,No,No
2025-02-27,0022400848,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,NOP,West,Southwest,No,Yes
2025-02-28,0022400859,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,LAC,West,Pacific,Yes,Yes
2025-02-28,0022400858,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,MIN,West,Northwest,Yes,Yes
2025-02-28,0022400857,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,NOP,West,Southwest,No,Yes
2025-02-28,0022400856,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,NYK,East,Atlantic,No,No
2025-02-28,0022400854,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,IND,East,Central,No,Yes
2025-02-28,0022400853,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,POR,West,Northwest,No,No
2025-02-28,0022400851,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,OKC,West,Northwest,No,No
2025-02-28,0022400850,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,DEN,West,Northwest,No,No
2025-02-28,0022400855,8:00 pm ET,United Center,Chicago,CHI,East,Central,TOR,East,Atlantic,No,Yes
2025-02-28,0022400852,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,CLE,East,Central,No,Yes
2025-03-01,0022400860,6:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,WAS,East,Southeast,Yes,Yes
2025-03-01,0022400861,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,BKN,East,Atlantic,No,Yes
2025-03-01,0022400862,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,SAC,West,Pacific,No,Yes
2025-03-01,0022400863,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,SAS,West,Southwest,Yes,Yes
2025-03-01,0022400864,8:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,GSW,West,Pacific,No,No
2025-03-01,0022400865,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,MIL,East,Central,No,No
2025-03-02,0022400872,8:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,NOP,West,Southwest,No,Yes
2025-03-02,0022400874,9:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,LAC,West,Pacific,Yes,Yes
2025-03-02,0022400873,9:30 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,MIN,West,Northwest,No,Yes
2025-03-02,0022400870,6:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,TOR,East,Atlantic,No,Yes
2025-03-02,0022400869,6:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,NYK,East,Atlantic,No,Yes
2025-03-02,0022400871,7:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,OKC,West,Northwest,No,Yes
2025-03-02,0022400867,3:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,POR,West,Northwest,No,No
2025-03-02,0022400866,1:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,DEN,West,Northwest,No,No
2025-03-02,0022400868,5:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,CHI,East,Central,Yes,Yes
2025-03-03,0022400875,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,GSW,West,Pacific,No,No
2025-03-03,0022400876,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,POR,West,Northwest,No,No
2025-03-03,0022400877,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,WAS,East,Southeast,Yes,Yes
2025-03-03,0022400878,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,ATL,East,Southeast,No,No
2025-03-03,0022400879,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,HOU,West,Southwest,No,Yes
2025-03-03,0022400880,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,SAC,West,Pacific,No,Yes
2025-03-03,0022400881,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,DET,East,Central,No,No
2025-03-04,0022400889,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,LAC,West,Pacific,Yes,Yes
2025-03-04,0022400887,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,PHI,East,Atlantic,No,No
2025-03-04,0022400890,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,NOP,West,Southwest,No,Yes
2025-03-04,0022400885,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,GSW,West,Pacific,No,No
2025-03-04,0022400886,8:00 pm ET,United Center,Chicago,CHI,East,Central,CLE,East,Central,Yes,Yes
2025-03-04,0022400882,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,HOU,West,Southwest,No,No
2025-03-04,0022400888,8:30 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,BKN,East,Atlantic,No,No
2025-03-04,0022400884,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,MIL,East,Central,No,Yes
2025-03-04,0022400883,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,TOR,East,Atlantic,No,Yes
2025-03-05,0022400891,7:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,POR,West,Northwest,No,No
2025-03-05,0022400892,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,MIN,West,Northwest,No,No
2025-03-05,0022400893,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,MIA,East,Southeast,No,Yes
2025-03-05,0022400894,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,UTA,West,Northwest,No,No
2025-03-05,0022400895,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,OKC,West,Northwest,No,Yes
2025-03-05,0022400897,9:30 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,DAL,West,Southwest,No,No
2025-03-05,0022400898,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,DET,East,Central,No,No
2025-03-05,0022400896,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,SAC,West,Pacific,No,Yes
2025-03-06,0022400899,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,IND,East,Central,No,Yes
2025-03-06,0022400900,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,PHI,East,Atlantic,Yes,Yes
2025-03-06,0022400901,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,GSW,West,Pacific,No,No
2025-03-06,0022400902,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,HOU,West,Southwest,Yes,Yes
2025-03-06,0022400903,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,NYK,East,Atlantic,No,No
2025-03-07,0022400910,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,SAS,West,Southwest,No,Yes
2025-03-07,0022400904,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,CLE,East,Central,No,Yes
2025-03-07,0022400909,10:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,PHX,West,Pacific,No,Yes
2025-03-07,0022400911,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,NYK,East,Atlantic,No,No
2025-03-07,0022400908,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,POR,West,Northwest,Yes,Yes
2025-03-07,0022400906,7:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,MEM,West,Southwest,Yes,Yes
2025-03-07,0022400907,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,MIN,West,Northwest,No,No
2025-03-07,0022400905,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,UTA,West,Northwest,No,No
2025-03-08,0022400912,6:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,BKN,East,Atlantic,No,Yes
2025-03-08,0022400913,7:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,NOP,West,Southwest,Yes,Yes
2025-03-08,0022400914,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,IND,East,Central,No,Yes
2025-03-08,0022400915,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,WAS,East,Southeast,No,Yes
2025-03-08,0022400916,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,CHI,East,Central,No,Yes
2025-03-08,0022400917,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,ORL,East,Southeast,No,Yes
2025-03-08,0022400918,8:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,LAL,West,Pacific,No,No
2025-03-08,0022400919,8:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,DET,East,Central,No,No
2025-03-09,0022400927,9:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,SAC,West,Pacific,Yes,Yes
2025-03-09,0022400926,9:00 pm ET,Moda Center,Portland,POR,West,Northwest,DET,East,Central,No,No
2025-03-09,0022400925,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,SAS,West,Southwest,No,Yes
2025-03-09,0022400923,7:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,MEM,West,Southwest,Yes,Yes
2025-03-09,0022400924,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,UTA,West,Northwest,No,No
2025-03-09,0022400921,3:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,PHX,West,Pacific,No,Yes
2025-03-09,0022400920,1:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,DEN,West,Northwest,Yes,Yes
2025-03-09,0022400922,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,CLE,East,Central,Yes,Yes
2025-03-10,0022400936,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,DEN,West,Northwest,Yes,Yes
2025-03-10,0022400939,10:30 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,NYK,East,Atlantic,No,No
2025-03-10,0022400938,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,POR,West,Northwest,No,Yes
2025-03-10,0022400937,8:30 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,DAL,West,Southwest,Yes,Yes
2025-03-10,0022400935,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,PHX,West,Pacific,No,Yes
2025-03-10,0022400930,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,LAL,West,Pacific,No,No
2025-03-10,0022400933,8:00 pm ET,United Center,Chicago,CHI,East,Central,IND,East,Central,Yes,Yes
2025-03-10,0022400932,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,WAS,East,Southeast,No,Yes
2025-03-10,0022400931,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,CHA,East,Southeast,Yes,Yes
2025-03-10,0022400929,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,UTA,West,Northwest,No,No
2025-03-10,0022400928,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,PHI,East,Atlantic,No,Yes
2025-03-10,0022400934,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,ORL,East,Southeast,No,No
2025-03-11,0022400940,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,BKN,East,Atlantic,No,Yes
2025-03-11,0022400941,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,WAS,East,Southeast,No,Yes
2025-03-11,0022400942,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,MIL,East,Central,Yes,Yes
2025-03-11,0022400943,9:30 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,LAC,West,Pacific,No,Yes
2025-03-12,0022400951,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,DAL,West,Southwest,Yes,Yes
2025-03-12,0022400953,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,NYK,East,Atlantic,No,No
2025-03-12,0022400952,10:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,MIN,West,Northwest,Yes,Yes
2025-03-12,0022400950,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,UTA,West,Northwest,No,Yes
2025-03-12,0022400945,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,CHA,East,Southeast,Yes,Yes
2025-03-12,0022400948,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,LAC,West,Pacific,No,No
2025-03-12,0022400947,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,PHI,East,Atlantic,Yes,Yes
2025-03-12,0022400946,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,OKC,West,Northwest,No,No
2025-03-12,0022400944,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,CHI,East,Central,No,Yes
