Game Date,Game ID,Game Time,Arena,Arena City,Home Team Abbreviation,Home Conference,Home Division,Visiting Team Abbreviation,Visiting Conference,Visiting Division,Divisional Game,Conference Game
2025-03-12,0022400949,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,PHX,West,Pacific,No,Yes
2025-03-13,0022400954,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,WAS,East,Southeast,No,Yes
2025-03-13,0022400955,7:30 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,LAL,West,Pacific,No,No
2025-03-13,0022400956,8:00 pm ET,United Center,Chicago,CHI,East,Central,BKN,East,Atlantic,No,Yes
2025-03-13,0022400957,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,SAC,West,Pacific,Yes,Yes
2025-03-14,0022400967,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,SAC,West,Pacific,Yes,Yes
2025-03-14,0022400966,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,TOR,East,Atlantic,No,No
2025-03-14,0022400964,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,CHA,East,Southeast,No,No
2025-03-14,0022400965,9:30 pm ET,Ball Arena,Denver,DEN,West,Northwest,LAL,West,Pacific,No,Yes
2025-03-14,0022400962,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,CLE,East,Central,No,No
2025-03-14,0022400961,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,DAL,West,Southwest,Yes,Yes
2025-03-14,0022400960,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,LAC,West,Pacific,No,No
2025-03-14,0022400959,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,IND,East,Central,No,Yes
2025-03-14,0022400958,7:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,BOS,East,Atlantic,No,Yes
2025-03-14,0022400963,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,ORL,East,Southeast,No,No
2025-03-15,0022400968,6:00 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,BOS,East,Atlantic,Yes,Yes
2025-03-15,0022400969,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,OKC,West,Northwest,No,No
2025-03-15,0022400970,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,CHI,East,Central,No,No
2025-03-15,0022400971,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,MIA,East,Southeast,No,No
2025-03-15,0022400972,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,IND,East,Central,Yes,Yes
2025-03-15,0022400973,8:30 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,NOP,West,Southwest,Yes,Yes
2025-03-15,0022400974,8:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,NYK,East,Atlantic,No,No
2025-03-15,0022400975,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,WAS,East,Southeast,No,No
2025-03-16,0022400982,9:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,OKC,West,Northwest,No,No
2025-03-16,0022400980,6:00 pm ET,Moda Center,Portland,POR,West,Northwest,TOR,East,Atlantic,No,No
2025-03-16,0022400983,10:00 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,WAS,East,Southeast,No,No
2025-03-16,0022400978,6:00 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,ATL,East,Southeast,No,Yes
2025-03-16,0022400979,6:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,ORL,East,Southeast,No,Yes
2025-03-16,0022400981,7:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,UTA,West,Northwest,Yes,Yes
2025-03-16,0022400976,1:00 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,PHI,East,Atlantic,No,No
2025-03-16,0022400977,3:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,PHX,West,Pacific,Yes,Yes
2025-03-17,0022400992,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,MEM,West,Southwest,No,Yes
2025-03-17,0022400991,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,TOR,East,Atlantic,No,No
2025-03-17,0022400990,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,DEN,West,Northwest,No,Yes
2025-03-17,0022400984,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,MIA,East,Southeast,No,Yes
2025-03-17,0022400988,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,ORL,East,Southeast,No,No
2025-03-17,0022400987,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,DET,East,Central,No,No
2025-03-17,0022400986,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,IND,East,Central,No,No
2025-03-17,0022400985,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,PHI,East,Atlantic,No,No
2025-03-17,0022400989,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,CHI,East,Central,No,No
2025-03-18,0022400993,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,ATL,East,Southeast,Yes,Yes
2025-03-18,0022400994,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,BKN,East,Atlantic,Yes,Yes
2025-03-18,0022400995,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,WAS,East,Southeast,No,No
2025-03-18,0022400996,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,MIL,East,Central,No,No
2025-03-18,0022400997,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,CLE,East,Central,No,No
2025-03-19,0022401009,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,CLE,East,Central,No,No
2025-03-19,0022401008,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,MEM,West,Southwest,No,Yes
2025-03-19,0022401007,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,CHI,East,Central,No,No
2025-03-19,0022401006,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,DEN,West,Northwest,No,Yes
2025-03-19,0022401005,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,TOR,East,Atlantic,No,No
2025-03-19,0022401004,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,LAC,West,Pacific,No,Yes
2025-03-19,0022401002,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,PHI,East,Atlantic,No,No
2025-03-19,0022401000,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,DET,East,Central,No,Yes
2025-03-19,0022400999,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,HOU,West,Southwest,No,No
2025-03-19,0022400998,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,DAL,West,Southwest,No,No
2025-03-19,0022401003,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,NYK,East,Atlantic,No,No
2025-03-19,0022401001,7:30 pm ET,Target Center,Minneapolis,MIN,West,Northwest,NOP,West,Southwest,No,Yes
2025-03-20,0022401010,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,NYK,East,Atlantic,No,Yes
2025-03-20,0022401011,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,BKN,East,Atlantic,No,Yes
2025-03-20,0022401012,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,MIL,East,Central,No,No
2025-03-20,0022401013,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,CHI,East,Central,No,No
2025-03-21,0022401023,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,MEM,West,Southwest,No,Yes
2025-03-21,0022401022,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,DEN,West,Northwest,Yes,Yes
2025-03-21,0022401021,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,CLE,East,Central,No,No
2025-03-21,0022401020,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,BOS,East,Atlantic,No,No
2025-03-21,0022401019,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,DET,East,Central,No,No
2025-03-21,0022401016,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,NOP,West,Southwest,No,Yes
2025-03-21,0022401017,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,CHA,East,Southeast,No,No
2025-03-21,0022401018,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,PHI,East,Atlantic,No,No
2025-03-21,0022401014,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,ORL,East,Southeast,Yes,Yes
2025-03-21,0022401015,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,HOU,West,Southwest,No,No
2025-03-22,0022401024,5:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,BKN,East,Atlantic,No,Yes
2025-03-22,0022401025,7:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,GSW,West,Pacific,No,No
2025-03-22,0022401026,8:00 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,WAS,East,Southeast,No,Yes
2025-03-22,0022401027,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,MIL,East,Central,No,No
2025-03-22,0022401028,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,CHI,East,Central,No,No
2025-03-23,0022401036,9:00 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,OKC,West,Northwest,No,Yes
2025-03-23,0022401035,7:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,DEN,West,Northwest,No,Yes
2025-03-23,0022401034,6:00 pm ET,Moda Center,Portland,POR,West,Northwest,BOS,East,Atlantic,No,No
2025-03-23,0022401032,6:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,CHA,East,Southeast,Yes,Yes
2025-03-23,0022401031,6:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,PHI,East,Atlantic,No,Yes
2025-03-23,0022401030,3:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,CLE,East,Central,No,No
2025-03-23,0022401029,3:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,NOP,West,Southwest,No,No
2025-03-23,0022401033,6:00 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,SAS,West,Southwest,No,No
2025-03-24,0022401043,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,MIL,East,Central,No,No
2025-03-24,0022401044,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,BOS,East,Atlantic,No,No
2025-03-24,0022401042,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,CHI,East,Central,No,No
2025-03-24,0022401039,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,TOR,East,Atlantic,No,Yes
2025-03-24,0022401040,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,DAL,West,Southwest,No,No
2025-03-24,0022401037,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,MIN,West,Northwest,No,No
2025-03-24,0022401041,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,PHI,East,Atlantic,No,No
2025-03-24,0022401038,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,LAL,West,Pacific,No,No
2025-03-25,0022401045,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,ORL,East,Southeast,Yes,Yes
2025-03-25,0022401046,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,SAS,West,Southwest,No,No
2025-03-25,0022401047,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,GSW,West,Pacific,No,No
2025-03-25,0022401048,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,DAL,West,Southwest,No,No
2025-03-25,0022401049,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,ATL,East,Southeast,No,No
2025-03-25,0022401050,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,MEM,West,Southwest,No,Yes
2025-03-25,0022401051,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,CLE,East,Central,No,No
2025-03-25,0022401052,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,OKC,West,Northwest,No,Yes
2025-03-26,0022401053,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,WAS,East,Southeast,No,Yes
2025-03-26,0022401057,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,MIL,East,Central,No,No
2025-03-26,0022401056,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,LAC,West,Pacific,No,No
2025-03-26,0022401055,7:30 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,LAL,West,Pacific,No,No
2025-03-26,0022401054,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,TOR,East,Atlantic,Yes,Yes
2025-03-26,0022401058,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,BOS,East,Atlantic,No,No
2025-03-27,0022401060,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,DAL,West,Southwest,No,No
2025-03-27,0022401066,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,POR,West,Northwest,No,Yes
2025-03-27,0022401065,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,HOU,West,Southwest,No,Yes
2025-03-27,0022401059,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,SAS,West,Southwest,No,No
2025-03-27,0022401063,8:00 pm ET,United Center,Chicago,CHI,East,Central,LAL,West,Pacific,No,No
2025-03-27,0022401062,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,ATL,East,Southeast,Yes,Yes
2025-03-27,0022401064,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,MEM,West,Southwest,No,Yes
2025-03-27,0022401061,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,IND,East,Central,No,Yes
2025-03-28,0022401067,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,CLE,East,Central,Yes,Yes
2025-03-28,0022401068,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,LAC,West,Pacific,No,No
2025-03-28,0022401069,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,CHA,East,Southeast,No,Yes
2025-03-28,0022401070,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,NYK,East,Atlantic,No,Yes
2025-03-28,0022401071,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,PHX,West,Pacific,No,Yes
2025-03-28,0022401072,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,GSW,West,Pacific,No,Yes
2025-03-28,0022401073,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,UTA,West,Northwest,Yes,Yes
2025-03-29,0022401080,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,BOS,East,Atlantic,No,No
2025-03-29,0022401079,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,IND,East,Central,No,No
2025-03-29,0022401078,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,LAL,West,Pacific,No,Yes
2025-03-29,0022401076,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,MIA,East,Southeast,No,Yes
2025-03-29,0022401075,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,BKN,East,Atlantic,No,Yes
2025-03-29,0022401074,5:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,SAC,West,Pacific,No,No
2025-03-29,0022401077,8:00 pm ET,United Center,Chicago,CHI,East,Central,DAL,West,Southwest,No,No
2025-03-30,0022401081,3:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,LAC,West,Pacific,No,No
2025-03-30,0022401082,6:00 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,POR,West,Northwest,No,No
2025-03-30,0022401083,7:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,ATL,East,Southeast,No,Yes
2025-03-30,0022401084,7:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,DET,East,Central,No,No
2025-03-30,0022401085,7:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,CHA,East,Southeast,No,No
2025-03-30,0022401086,7:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,GSW,West,Pacific,No,Yes
2025-03-30,0022401087,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,TOR,East,Atlantic,Yes,Yes
2025-03-30,0022401088,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,HOU,West,Southwest,No,Yes
2025-03-31,0022401096,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,HOU,West,Southwest,No,Yes
2025-03-31,0022401094,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,CHI,East,Central,No,No
2025-03-31,0022401095,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,BKN,East,Atlantic,No,No
2025-03-31,0022401092,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,MIA,East,Southeast,Yes,Yes
2025-03-31,0022401091,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,LAC,West,Pacific,No,No
2025-03-31,0022401090,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,SAC,West,Pacific,No,No
2025-03-31,0022401089,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,UTA,West,Northwest,No,No
2025-03-31,0022401093,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,BOS,East,Atlantic,No,No
2025-04-01,0022401102,10:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,MIN,West,Northwest,Yes,Yes
2025-04-01,0022401101,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,PHX,West,Pacific,No,No
2025-04-01,0022401097,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,POR,West,Northwest,No,No
2025-04-01,0022401099,8:00 pm ET,United Center,Chicago,CHI,East,Central,TOR,East,Atlantic,No,Yes
2025-04-01,0022401098,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,PHI,East,Atlantic,Yes,Yes
2025-04-01,0022401100,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,GSW,West,Pacific,No,Yes
2025-04-02,0022401103,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,NYK,East,Atlantic,No,Yes
2025-04-02,0022401104,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,CHA,East,Southeast,No,Yes
2025-04-02,0022401105,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,SAC,West,Pacific,No,No
2025-04-02,0022401106,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,MIA,East,Southeast,No,Yes
2025-04-02,0022401107,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,UTA,West,Northwest,No,Yes
2025-04-02,0022401108,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,DET,East,Central,No,No
2025-04-02,0022401109,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,ATL,East,Southeast,No,No
2025-04-02,0022401110,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,SAS,West,Southwest,No,Yes
2025-04-02,0022401111,10:00 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,NOP,West,Southwest,No,Yes
2025-04-03,0022401117,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,GSW,West,Pacific,Yes,Yes
2025-04-03,0022401116,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,POR,West,Northwest,No,No
2025-04-03,0022401114,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,MEM,West,Southwest,No,No
2025-04-03,0022401113,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,MIN,West,Northwest,No,No
2025-04-03,0022401115,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,MIL,East,Central,No,Yes
2025-04-03,0022401112,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,ORL,East,Southeast,Yes,Yes
2025-04-04,0022401118,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,SAC,West,Pacific,No,No
2025-04-04,0022401119,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,UTA,West,Northwest,No,No
2025-04-04,0022401120,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,PHX,West,Pacific,No,No
2025-04-04,0022401121,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,DET,East,Central,No,Yes
2025-04-04,0022401122,8:00 pm ET,United Center,Chicago,CHI,East,Central,POR,West,Northwest,No,No
2025-04-04,0022401123,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,OKC,West,Northwest,No,Yes
2025-04-04,0022401124,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,CLE,East,Central,No,No
2025-04-04,0022401125,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,DEN,West,Northwest,No,Yes
2025-04-04,0022401126,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,NOP,West,Southwest,No,Yes
2025-04-04,0022401127,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,DAL,West,Southwest,No,Yes
2025-04-05,0022401132,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,DAL,West,Southwest,No,Yes
2025-04-05,0022401131,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,MIL,East,Central,No,Yes
2025-04-05,0022401128,3:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,NYK,East,Atlantic,No,Yes
2025-04-05,0022401130,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,MIN,West,Northwest,No,No
2025-04-05,0022401129,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,MEM,West,Southwest,No,No
2025-04-06,0022401135,3:30 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,LAL,West,Pacific,No,Yes
2025-04-06,0022401136,6:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,UTA,West,Northwest,No,No
2025-04-06,0022401137,6:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,WAS,East,Southeast,No,Yes
2025-04-06,0022401138,6:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,SAC,West,Pacific,No,No
2025-04-06,0022401139,6:00 pm ET,Moda Center,Portland,POR,West,Northwest,SAS,West,Southwest,No,Yes
2025-04-06,0022401140,7:00 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,PHX,West,Pacific,No,No
2025-04-06,0022401141,7:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,ORL,East,Southeast,No,No
2025-04-06,0022401142,8:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,IND,East,Central,No,No
2025-04-06,0022401143,8:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,HOU,West,Southwest,No,Yes
2025-04-06,0022401133,1:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,CHI,East,Central,No,Yes
2025-04-06,0022401134,3:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,TOR,East,Atlantic,Yes,Yes
2025-04-07,0022401144,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,SAC,West,Pacific,No,No
2025-04-07,0022401145,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,PHI,East,Atlantic,No,Yes
2025-04-08,0022401155,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,SAS,West,Southwest,No,Yes
2025-04-08,0022401154,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,GSW,West,Pacific,Yes,Yes
2025-04-08,0022401153,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,LAL,West,Pacific,No,Yes
2025-04-08,0022401152,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,MIN,West,Northwest,No,No
2025-04-08,0022401150,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,NOP,West,Southwest,No,No
2025-04-08,0022401149,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,ATL,East,Southeast,Yes,Yes
2025-04-08,0022401148,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,WAS,East,Southeast,No,Yes
2025-04-08,0022401147,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,CHI,East,Central,Yes,Yes
2025-04-08,0022401146,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,MEM,West,Southwest,No,No
2025-04-08,0022401151,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,BOS,East,Atlantic,Yes,Yes
2025-04-09,0022401166,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,HOU,West,Southwest,No,Yes
2025-04-09,0022401165,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,DEN,West,Northwest,No,Yes
2025-04-09,0022401164,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,OKC,West,Northwest,No,Yes
2025-04-09,0022401163,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,SAS,West,Southwest,No,Yes
2025-04-09,0022401160,8:00 pm ET,United Center,Chicago,CHI,East,Central,MIA,East,Southeast,No,Yes
2025-04-09,0022401161,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,NOP,West,Southwest,No,No
2025-04-09,0022401159,7:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,LAL,West,Pacific,No,Yes
2025-04-09,0022401158,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,CHA,East,Southeast,No,Yes
2025-04-09,0022401157,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,PHI,East,Atlantic,No,Yes
2025-04-09,0022401156,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,BOS,East,Atlantic,No,Yes
2025-04-09,0022401162,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,POR,West,Northwest,Yes,Yes
2025-04-10,0022401170,9:30 pm ET,FedExForum,Memphis,MEM,West,Southwest,MIN,West,Northwest,No,Yes
2025-04-10,0022401168,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,CLE,East,Central,Yes,Yes
2025-04-10,0022401167,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,NYK,East,Atlantic,No,Yes
2025-04-10,0022401169,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,ATL,East,Southeast,No,Yes
2025-04-11,0022401185,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,HOU,West,Southwest,No,Yes
2025-04-11,0022401184,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,LAC,West,Pacific,Yes,Yes
2025-04-11,0022401183,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,GSW,West,Pacific,No,Yes
2025-04-11,0022401182,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,SAS,West,Southwest,No,Yes
2025-04-11,0022401181,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,OKC,West,Northwest,Yes,Yes
2025-04-11,0022401180,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,MEM,West,Southwest,No,Yes
2025-04-11,0022401171,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,MIL,East,Central,Yes,Yes
